id,ticket_id,priority,status,category,subject,description,created_date,resolved_date,assigned_to,created_at
412,TCKT-10412,Low,Resolved,Security,Email not syncing,Issue details for ticket 412,2025-09-23,2025-10-10,tech27,2025-09-23 07:17:11
413,TCKT-10413,Medium,Closed,Software,System slow,Issue details for ticket 413,2025-01-04,2025-01-20,tech28,2025-01-04 07:17:11
414,TCKT-10414,High,Closed,Security,Email not syncing,Issue details for ticket 414,2025-06-18,2025-06-23,tech27,2025-06-18 07:17:11
415,TCKT-10415,Low,In Progress,Security,VPN issue,Issue details for ticket 415,2025-01-26,2025-02-09,tech3,2025-01-26 07:17:11
416,TCKT-10416,Low,Resolved,Access,Laptop not starting,Issue details for ticket 416,2025-04-11,2025-04-23,tech23,2025-04-11 07:17:11
417,TCKT-10417,Low,Open,Hardware,VPN issue,Issue details for ticket 417,2025-01-16,2025-01-21,tech34,2025-01-16 07:17:11
418,TCKT-10418,Medium,In Progress,Access,System slow,Issue details for ticket 418,2025-09-18,2025-09-20,tech23,2025-09-18 07:17:11
419,TCKT-10419,Urgent,Closed,Software,Laptop not starting,Issue details for ticket 419,2025-09-05,2025-09-25,tech6,2025-09-05 07:17:11
420,TCKT-10420,Medium,Open,Software,Email not syncing,Issue details for ticket 420,2025-03-28,2025-04-12,tech5,2025-03-28 07:17:11
421,TCKT-10421,Low,Resolved,Hardware,Email not syncing,Issue details for ticket 421,2025-10-06,2025-10-15,tech11,2025-10-06 07:17:11
422,TCKT-10422,Urgent,Resolved,Hardware,Application crash,Issue details for ticket 422,2025-05-21,2025-06-08,tech27,2025-05-21 07:17:11
423,TCKT-10423,Low,Resolved,Access,Email not syncing,Issue details for ticket 423,2024-12-18,2025-01-06,tech5,2024-12-18 07:17:11
424,TCKT-10424,High,In Progress,Security,Application crash,Issue details for ticket 424,2025-10-07,2025-10-21,tech12,2025-10-07 07:17:11
425,TCKT-10425,High,In Progress,Hardware,Password reset,Issue details for ticket 425,2025-09-12,2025-09-18,tech3,2025-09-12 07:17:11
426,TCKT-10426,High,Resolved,Network,System slow,Issue details for ticket 426,2025-09-15,2025-09-16,tech30,2025-09-15 07:17:11
427,TCKT-10427,Medium,In Progress,Network,WiFi down,Issue details for ticket 427,2025-11-03,2025-11-10,tech28,2025-11-03 07:17:11
428,TCKT-10428,Medium,Resolved,Security,Email not syncing,Issue details for ticket 428,2025-10-15,2025-10-29,tech16,2025-10-15 07:17:11
429,TCKT-10429,High,In Progress,Hardware,Laptop not starting,Issue details for ticket 429,2025-07-21,2025-07-24,tech11,2025-07-21 07:17:11
430,TCKT-10430,Low,Open,Network,Laptop not starting,Issue details for ticket 430,2025-07-03,2025-07-08,tech37,2025-07-03 07:17:11
431,TCKT-10431,Urgent,Open,Network,WiFi down,Issue details for ticket 431,2025-08-31,,tech11,2025-08-31 07:17:11
432,TCKT-10432,Low,Resolved,Software,Application crash,Issue details for ticket 432,2025-04-10,2025-04-26,tech35,2025-04-10 07:17:11
433,TCKT-10433,Medium,In Progress,Hardware,Account locked,Issue details for ticket 433,2025-06-07,2025-06-22,tech16,2025-06-07 07:17:11
434,TCKT-10434,Low,Open,Hardware,System slow,Issue details for ticket 434,2025-04-07,2025-04-18,tech7,2025-04-07 07:17:11
435,TCKT-10435,Urgent,Closed,Software,VPN issue,Issue details for ticket 435,2025-04-02,,tech32,2025-04-02 07:17:11
436,TCKT-10436,Urgent,In Progress,Security,WiFi down,Issue details for ticket 436,2025-02-13,2025-02-14,tech36,2025-02-13 07:17:11
437,TCKT-10437,Medium,Open,Access,Password reset,Issue details for ticket 437,2024-12-07,,tech31,2024-12-07 07:17:11
438,TCKT-10438,Medium,Resolved,Software,WiFi down,Issue details for ticket 438,2025-06-10,2025-06-20,tech15,2025-06-10 07:17:11
439,TCKT-10439,Medium,Open,Hardware,Password reset,Issue details for ticket 439,2024-12-14,2024-12-24,tech22,2024-12-14 07:17:11
440,TCKT-10440,High,In Progress,Hardware,Application crash,Issue details for ticket 440,2025-09-07,,tech11,2025-09-07 07:17:11
441,TCKT-10441,Urgent,Open,Access,Email not syncing,Issue details for ticket 441,2025-05-31,2025-06-07,tech32,2025-05-31 07:17:11
442,TCKT-10442,Medium,Closed,Hardware,Password reset,Issue details for ticket 442,2025-05-24,2025-05-29,tech39,2025-05-24 07:17:11
443,TCKT-10443,Medium,Open,Network,Account locked,Issue details for ticket 443,2025-02-07,2025-02-23,tech15,2025-02-07 07:17:11
444,TCKT-10444,Urgent,Open,Network,Laptop not starting,Issue details for ticket 444,2025-06-03,2025-06-18,tech13,2025-06-03 07:17:11
445,TCKT-10445,Medium,In Progress,Access,System slow,Issue details for ticket 445,2025-02-20,2025-02-22,tech31,2025-02-20 07:17:11
446,TCKT-10446,Urgent,Open,Software,Application crash,Issue details for ticket 446,2025-02-21,2025-03-11,tech20,2025-02-21 07:17:11
447,TCKT-10447,Medium,Resolved,Access,WiFi down,Issue details for ticket 447,2025-05-06,2025-05-23,tech21,2025-05-06 07:17:11
448,TCKT-10448,Urgent,Resolved,Access,Account locked,Issue details for ticket 448,2025-10-08,2025-10-26,tech10,2025-10-08 07:17:11
449,TCKT-10449,Low,In Progress,Hardware,Email not syncing,Issue details for ticket 449,2025-01-18,2025-02-01,tech39,2025-01-18 07:17:11
450,TCKT-10450,Urgent,In Progress,Security,VPN issue,Issue details for ticket 450,2025-10-07,2025-10-18,tech23,2025-10-07 07:17:11
451,TCKT-10451,Urgent,Open,Security,VPN issue,Issue details for ticket 451,2025-06-03,2025-06-21,tech38,2025-06-03 07:17:11
452,TCKT-10452,Medium,In Progress,Hardware,Account locked,Issue details for ticket 452,2025-05-10,,tech3,2025-05-10 07:17:11
453,TCKT-10453,High,Open,Network,Laptop not starting,Issue details for ticket 453,2025-11-13,2025-11-25,tech19,2025-11-13 07:17:11
454,TCKT-10454,Low,Closed,Access,System slow,Issue details for ticket 454,2025-10-11,2025-10-14,tech8,2025-10-11 07:17:11
455,TCKT-10455,Urgent,Open,Hardware,WiFi down,Issue details for ticket 455,2025-03-11,2025-03-20,tech36,2025-03-11 07:17:11
456,TCKT-10456,Low,Resolved,Security,Application crash,Issue details for ticket 456,2025-01-28,2025-02-07,tech37,2025-01-28 07:17:11
457,TCKT-10457,Medium,Closed,Software,Account locked,Issue details for ticket 457,2025-04-14,2025-04-16,tech25,2025-04-14 07:17:11
458,TCKT-10458,Medium,Resolved,Network,Account locked,Issue details for ticket 458,2025-12-07,2025-12-11,tech2,2025-12-07 07:17:11
459,TCKT-10459,High,Closed,Network,VPN issue,Issue details for ticket 459,2025-08-13,2025-08-17,tech6,2025-08-13 07:17:11
460,TCKT-10460,Medium,Resolved,Hardware,Application crash,Issue details for ticket 460,2025-03-14,2025-03-24,tech13,2025-03-14 07:17:11
461,TCKT-10461,Low,Open,Access,Laptop not starting,Issue details for ticket 461,2025-06-20,,tech13,2025-06-20 07:17:11
462,TCKT-10462,Medium,Closed,Access,WiFi down,Issue details for ticket 462,2025-02-10,,tech12,2025-02-10 07:17:11
463,TCKT-10463,Medium,Resolved,Hardware,System slow,Issue details for ticket 463,2025-12-06,2025-12-09,tech10,2025-12-06 07:17:11
464,TCKT-10464,Urgent,In Progress,Software,Email not syncing,Issue details for ticket 464,2025-10-31,2025-11-14,tech25,2025-10-31 07:17:11
465,TCKT-10465,Medium,In Progress,Security,Password reset,Issue details for ticket 465,2025-07-08,2025-07-15,tech36,2025-07-08 07:17:11
466,TCKT-10466,Urgent,Open,Hardware,Password reset,Issue details for ticket 466,2024-12-18,2024-12-31,tech21,2024-12-18 07:17:11
467,TCKT-10467,Medium,Closed,Software,Email not syncing,Issue details for ticket 467,2025-09-06,,tech27,2025-09-06 07:17:11
468,TCKT-10468,High,Resolved,Software,Laptop not starting,Issue details for ticket 468,2025-02-22,,tech35,2025-02-22 07:17:11
469,TCKT-10469,Medium,In Progress,Security,Password reset,Issue details for ticket 469,2025-04-29,,tech30,2025-04-29 07:17:11
470,TCKT-10470,Medium,In Progress,Network,Account locked,Issue details for ticket 470,2025-03-05,2025-03-07,tech25,2025-03-05 07:17:11
471,TCKT-10471,Low,Closed,Security,WiFi down,Issue details for ticket 471,2025-10-01,2025-10-07,tech26,2025-10-01 07:17:11
472,TCKT-10472,Urgent,Resolved,Network,Email not syncing,Issue details for ticket 472,2025-02-02,2025-02-10,tech21,2025-02-02 07:17:11
473,TCKT-10473,High,Closed,Hardware,WiFi down,Issue details for ticket 473,2025-02-18,2025-02-25,tech17,2025-02-18 07:17:11
474,TCKT-10474,Medium,Open,Network,System slow,Issue details for ticket 474,2025-04-26,2025-05-16,tech27,2025-04-26 07:17:11
475,TCKT-10475,Medium,Open,Access,Password reset,Issue details for ticket 475,2025-03-01,2025-03-04,tech20,2025-03-01 07:17:11
476,TCKT-10476,Urgent,Open,Security,Application crash,Issue details for ticket 476,2025-04-12,2025-04-28,tech28,2025-04-12 07:17:11
477,TCKT-10477,Medium,Resolved,Hardware,Email not syncing,Issue details for ticket 477,2024-12-10,2024-12-24,tech24,2024-12-10 07:17:11
478,TCKT-10478,Medium,Open,Network,VPN issue,Issue details for ticket 478,2025-02-16,,tech16,2025-02-16 07:17:11
479,TCKT-10479,High,Open,Network,System slow,Issue details for ticket 479,2024-12-16,2024-12-31,tech9,2024-12-16 07:17:11
480,TCKT-10480,Low,In Progress,Hardware,Application crash,Issue details for ticket 480,2025-08-19,,tech9,2025-08-19 07:17:11
481,TCKT-10481,Medium,Resolved,Access,Application crash,Issue details for ticket 481,2025-10-07,,tech11,2025-10-07 07:17:11
482,TCKT-10482,Low,Open,Security,WiFi down,Issue details for ticket 482,2025-01-08,2025-01-11,tech3,2025-01-08 07:17:11
483,TCKT-10483,Urgent,Resolved,Network,Application crash,Issue details for ticket 483,2025-05-09,2025-05-11,tech15,2025-05-09 07:17:11
484,TCKT-10484,Urgent,Resolved,Hardware,WiFi down,Issue details for ticket 484,2025-01-17,2025-01-19,tech21,2025-01-17 07:17:11
485,TCKT-10485,Low,Open,Security,Password reset,Issue details for ticket 485,2025-09-20,2025-09-27,tech24,2025-09-20 07:17:11
486,TCKT-10486,High,Resolved,Network,Laptop not starting,Issue details for ticket 486,2025-08-18,2025-09-06,tech40,2025-08-18 07:17:11
487,TCKT-10487,Urgent,In Progress,Hardware,Account locked,Issue details for ticket 487,2025-10-11,2025-10-20,tech14,2025-10-11 07:17:11
488,TCKT-10488,High,Open,Hardware,Application crash,Issue details for ticket 488,2025-11-23,2025-11-24,tech17,2025-11-23 07:17:11
489,TCKT-10489,Urgent,Open,Software,WiFi down,Issue details for ticket 489,2025-07-21,2025-08-01,tech37,2025-07-21 07:17:11
490,TCKT-10490,Low,In Progress,Software,Laptop not starting,Issue details for ticket 490,2025-02-18,2025-03-02,tech27,2025-02-18 07:17:11
491,TCKT-10491,Medium,Open,Hardware,WiFi down,Issue details for ticket 491,2025-04-17,,tech17,2025-04-17 07:17:11
492,TCKT-10492,Urgent,In Progress,Software,VPN issue,Issue details for ticket 492,2025-04-03,2025-04-15,tech4,2025-04-03 07:17:11
493,TCKT-10493,High,Open,Network,System slow,Issue details for ticket 493,2025-02-26,2025-03-09,tech21,2025-02-26 07:17:11
494,TCKT-10494,Medium,Closed,Hardware,Laptop not starting,Issue details for ticket 494,2025-04-16,2025-05-02,tech31,2025-04-16 07:17:11
495,TCKT-10495,Medium,Resolved,Hardware,Password reset,Issue details for ticket 495,2025-04-11,,tech20,2025-04-11 07:17:11
496,TCKT-10496,Urgent,Closed,Network,System slow,Issue details for ticket 496,2025-04-14,2025-04-19,tech21,2025-04-14 07:17:11
497,TCKT-10497,Medium,Open,Access,WiFi down,Issue details for ticket 497,2025-10-03,2025-10-11,tech26,2025-10-03 07:17:11
498,TCKT-10498,Medium,Open,Hardware,Application crash,Issue details for ticket 498,2025-04-14,2025-04-17,tech5,2025-04-14 07:17:11
499,TCKT-10499,Urgent,Open,Access,System slow,Issue details for ticket 499,2025-04-05,2025-04-17,tech24,2025-04-05 07:17:11
500,TCKT-10500,High,Closed,Hardware,Password reset,Issue details for ticket 500,2025-07-14,2025-07-18,tech31,2025-07-14 07:17:11
501,TCKT-10501,Urgent,Open,Access,System slow,Issue details for ticket 501,2025-01-16,,tech21,2025-01-16 07:17:11
502,TCKT-10502,High,In Progress,Hardware,System slow,Issue details for ticket 502,2025-09-21,2025-10-10,tech38,2025-09-21 07:17:11
503,TCKT-10503,High,In Progress,Access,Email not syncing,Issue details for ticket 503,2025-04-02,2025-04-11,tech3,2025-04-02 07:17:11
504,TCKT-10504,High,Resolved,Network,Account locked,Issue details for ticket 504,2025-04-14,,tech12,2025-04-14 07:17:11
505,TCKT-10505,Low,Resolved,Network,Account locked,Issue details for ticket 505,2025-07-04,2025-07-06,tech7,2025-07-04 07:17:11
506,TCKT-10506,Low,Resolved,Security,Application crash,Issue details for ticket 506,2025-01-30,2025-02-12,tech40,2025-01-30 07:17:11
507,TCKT-10507,Urgent,Closed,Software,WiFi down,Issue details for ticket 507,2025-12-03,2025-12-10,tech33,2025-12-03 07:17:11
508,TCKT-10508,Low,In Progress,Network,System slow,Issue details for ticket 508,2025-10-13,2025-10-29,tech3,2025-10-13 07:17:11
509,TCKT-10509,Low,Open,Access,Email not syncing,Issue details for ticket 509,2025-01-24,2025-02-05,tech17,2025-01-24 07:17:11
510,TCKT-10510,Medium,Open,Hardware,WiFi down,Issue details for ticket 510,2025-01-01,2025-01-21,tech39,2025-01-01 07:17:11
511,TCKT-10511,High,In Progress,Hardware,VPN issue,Issue details for ticket 511,2025-03-23,,tech34,2025-03-23 07:17:11
512,TCKT-10512,Medium,Open,Hardware,Application crash,Issue details for ticket 512,2025-01-15,2025-01-25,tech8,2025-01-15 07:17:11
513,TCKT-10513,Low,Open,Security,Account locked,Issue details for ticket 513,2025-07-16,2025-07-28,tech26,2025-07-16 07:17:11
514,TCKT-10514,Medium,Closed,Network,Application crash,Issue details for ticket 514,2025-07-29,2025-08-08,tech13,2025-07-29 07:17:11
515,TCKT-10515,Low,Open,Access,Application crash,Issue details for ticket 515,2024-12-24,2025-01-08,tech14,2024-12-24 07:17:11
516,TCKT-10516,Low,Resolved,Security,Laptop not starting,Issue details for ticket 516,2025-10-20,2025-10-22,tech33,2025-10-20 07:17:11
517,TCKT-10517,Medium,Resolved,Network,Application crash,Issue details for ticket 517,2025-03-24,,tech24,2025-03-24 07:17:11
518,TCKT-10518,High,Closed,Network,Password reset,Issue details for ticket 518,2025-02-17,2025-02-19,tech26,2025-02-17 07:17:11
519,TCKT-10519,Medium,Open,Software,System slow,Issue details for ticket 519,2025-01-10,2025-01-22,tech39,2025-01-10 07:17:11
520,TCKT-10520,Medium,Resolved,Software,Account locked,Issue details for ticket 520,2025-11-26,2025-12-05,tech5,2025-11-26 07:17:11
521,TCKT-10521,Urgent,Resolved,Hardware,Application crash,Issue details for ticket 521,2025-10-13,,tech6,2025-10-13 07:17:11
522,TCKT-10522,Low,In Progress,Security,Account locked,Issue details for ticket 522,2025-04-04,2025-04-08,tech29,2025-04-04 07:17:11
523,TCKT-10523,Low,Resolved,Hardware,Laptop not starting,Issue details for ticket 523,2025-03-12,2025-03-14,tech21,2025-03-12 07:17:11
524,TCKT-10524,Low,Resolved,Security,Laptop not starting,Issue details for ticket 524,2025-04-05,2025-04-23,tech2,2025-04-05 07:17:11
525,TCKT-10525,High,Open,Access,Password reset,Issue details for ticket 525,2025-03-05,2025-03-19,tech35,2025-03-05 07:17:11
526,TCKT-10526,Medium,Open,Security,Account locked,Issue details for ticket 526,2025-09-17,2025-09-22,tech30,2025-09-17 07:17:11
527,TCKT-10527,Urgent,Resolved,Access,WiFi down,Issue details for ticket 527,2025-02-06,2025-02-25,tech27,2025-02-06 07:17:11
528,TCKT-10528,High,Closed,Security,WiFi down,Issue details for ticket 528,2025-08-03,2025-08-06,tech5,2025-08-03 07:17:11
529,TCKT-10529,High,Open,Security,Email not syncing,Issue details for ticket 529,2025-04-13,2025-04-26,tech25,2025-04-13 07:17:11
530,TCKT-10530,Low,Open,Hardware,WiFi down,Issue details for ticket 530,2025-01-13,,tech25,2025-01-13 07:17:11
531,TCKT-10531,High,Closed,Software,WiFi down,Issue details for ticket 531,2025-05-17,,tech29,2025-05-17 07:17:11
532,TCKT-10532,Medium,Open,Software,Email not syncing,Issue details for ticket 532,2025-04-09,2025-04-19,tech4,2025-04-09 07:17:11
533,TCKT-10533,Medium,In Progress,Software,Password reset,Issue details for ticket 533,2025-05-01,2025-05-15,tech16,2025-05-01 07:17:11
534,TCKT-10534,Low,Open,Access,WiFi down,Issue details for ticket 534,2025-11-30,2025-12-07,tech25,2025-11-30 07:17:11
535,TCKT-10535,Urgent,In Progress,Security,WiFi down,Issue details for ticket 535,2025-09-12,2025-09-25,tech39,2025-09-12 07:17:11
536,TCKT-10536,High,Closed,Security,VPN issue,Issue details for ticket 536,2024-12-30,,tech15,2024-12-30 07:17:11
537,TCKT-10537,High,Closed,Network,Laptop not starting,Issue details for ticket 537,2025-04-19,2025-05-07,tech9,2025-04-19 07:17:11
538,TCKT-10538,Low,Resolved,Security,Password reset,Issue details for ticket 538,2025-07-19,2025-07-24,tech37,2025-07-19 07:17:11
539,TCKT-10539,High,Open,Security,Laptop not starting,Issue details for ticket 539,2025-05-17,2025-05-26,tech37,2025-05-17 07:17:11
540,TCKT-10540,High,Resolved,Network,Laptop not starting,Issue details for ticket 540,2025-01-26,2025-02-13,tech30,2025-01-26 07:17:11
541,TCKT-10541,Low,In Progress,Hardware,Email not syncing,Issue details for ticket 541,2025-05-19,2025-06-05,tech3,2025-05-19 07:17:11
542,TCKT-10542,Urgent,Resolved,Access,VPN issue,Issue details for ticket 542,2025-07-14,2025-07-30,tech37,2025-07-14 07:17:11
543,TCKT-10543,High,Closed,Hardware,Laptop not starting,Issue details for ticket 543,2025-09-02,2025-09-14,tech10,2025-09-02 07:17:11
544,TCKT-10544,Low,In Progress,Network,Password reset,Issue details for ticket 544,2025-03-30,2025-04-02,tech19,2025-03-30 07:17:11
545,TCKT-10545,Low,Open,Access,WiFi down,Issue details for ticket 545,2024-12-14,2024-12-16,tech4,2024-12-14 07:17:11
546,TCKT-10546,High,Resolved,Hardware,Account locked,Issue details for ticket 546,2025-06-12,,tech4,2025-06-12 07:17:11
547,TCKT-10547,Urgent,In Progress,Security,WiFi down,Issue details for ticket 547,2025-04-12,2025-04-19,tech35,2025-04-12 07:17:11
548,TCKT-10548,High,Resolved,Security,Password reset,Issue details for ticket 548,2025-12-07,,tech40,2025-12-07 07:17:11
549,TCKT-10549,Medium,Open,Network,Application crash,Issue details for ticket 549,2025-04-28,,tech17,2025-04-28 07:17:11
550,TCKT-10550,Urgent,Open,Software,Laptop not starting,Issue details for ticket 550,2025-03-18,,tech39,2025-03-18 07:17:11
551,TCKT-10551,High,Resolved,Software,Password reset,Issue details for ticket 551,2025-08-24,2025-08-27,tech10,2025-08-24 07:17:11
552,TCKT-10552,Medium,In Progress,Software,Application crash,Issue details for ticket 552,2025-06-04,2025-06-23,tech4,2025-06-04 07:17:11
553,TCKT-10553,Medium,In Progress,Security,System slow,Issue details for ticket 553,2025-01-01,,tech27,2025-01-01 07:17:11
554,TCKT-10554,Low,Resolved,Security,System slow,Issue details for ticket 554,2025-05-02,2025-05-07,tech10,2025-05-02 07:17:11
555,TCKT-10555,High,In Progress,Access,System slow,Issue details for ticket 555,2025-09-10,,tech13,2025-09-10 07:17:11
556,TCKT-10556,Low,In Progress,Security,Email not syncing,Issue details for ticket 556,2025-04-18,2025-04-30,tech33,2025-04-18 07:17:11
557,TCKT-10557,Medium,Open,Hardware,Account locked,Issue details for ticket 557,2024-12-14,2024-12-31,tech13,2024-12-14 07:17:11
558,TCKT-10558,Urgent,In Progress,Software,Account locked,Issue details for ticket 558,2025-06-27,,tech5,2025-06-27 07:17:11
559,TCKT-10559,Low,Open,Network,Laptop not starting,Issue details for ticket 559,2025-05-03,2025-05-09,tech23,2025-05-03 07:17:11
560,TCKT-10560,Low,Resolved,Access,Laptop not starting,Issue details for ticket 560,2024-12-30,,tech30,2024-12-30 07:17:11
561,TCKT-10561,High,Closed,Software,System slow,Issue details for ticket 561,2025-04-07,2025-04-08,tech16,2025-04-07 07:17:11
562,TCKT-10562,Low,Closed,Access,Account locked,Issue details for ticket 562,2025-01-23,,tech30,2025-01-23 07:17:11
563,TCKT-10563,Urgent,Closed,Network,WiFi down,Issue details for ticket 563,2025-04-25,2025-05-01,tech31,2025-04-25 07:17:11
564,TCKT-10564,Urgent,Closed,Security,Laptop not starting,Issue details for ticket 564,2025-10-08,2025-10-21,tech7,2025-10-08 07:17:11
565,TCKT-10565,Medium,In Progress,Software,Account locked,Issue details for ticket 565,2025-03-24,2025-04-03,tech28,2025-03-24 07:17:11
566,TCKT-10566,Urgent,Open,Software,WiFi down,Issue details for ticket 566,2025-01-16,2025-01-26,tech11,2025-01-16 07:17:11
567,TCKT-10567,Urgent,Open,Security,Email not syncing,Issue details for ticket 567,2025-07-19,2025-08-03,tech17,2025-07-19 07:17:11
568,TCKT-10568,Medium,Closed,Network,Email not syncing,Issue details for ticket 568,2025-02-14,2025-02-17,tech4,2025-02-14 07:17:11
569,TCKT-10569,Medium,In Progress,Network,Email not syncing,Issue details for ticket 569,2025-05-14,2025-05-18,tech1,2025-05-14 07:17:11
570,TCKT-10570,Urgent,Resolved,Access,Email not syncing,Issue details for ticket 570,2025-03-09,2025-03-25,tech39,2025-03-09 07:17:11
571,TCKT-10571,High,Closed,Software,Account locked,Issue details for ticket 571,2025-09-11,,tech31,2025-09-11 07:17:11
572,TCKT-10572,High,Closed,Network,WiFi down,Issue details for ticket 572,2025-10-06,2025-10-24,tech21,2025-10-06 07:17:11
573,TCKT-10573,High,Resolved,Network,VPN issue,Issue details for ticket 573,2025-03-31,2025-04-17,tech31,2025-03-31 07:17:11
574,TCKT-10574,High,Resolved,Hardware,VPN issue,Issue details for ticket 574,2025-02-28,2025-03-07,tech13,2025-02-28 07:17:11
575,TCKT-10575,Low,Open,Security,Laptop not starting,Issue details for ticket 575,2025-10-08,2025-10-26,tech9,2025-10-08 07:17:11
576,TCKT-10576,Medium,Resolved,Network,Password reset,Issue details for ticket 576,2025-10-23,2025-10-28,tech23,2025-10-23 07:17:11
577,TCKT-10577,High,In Progress,Hardware,VPN issue,Issue details for ticket 577,2025-05-02,,tech23,2025-05-02 07:17:11
578,TCKT-10578,Medium,Open,Access,Email not syncing,Issue details for ticket 578,2025-06-07,2025-06-18,tech34,2025-06-07 07:17:11
579,TCKT-10579,Urgent,Closed,Network,System slow,Issue details for ticket 579,2025-09-13,2025-10-03,tech12,2025-09-13 07:17:11
580,TCKT-10580,Low,In Progress,Network,Laptop not starting,Issue details for ticket 580,2025-02-13,,tech40,2025-02-13 07:17:11
581,TCKT-10581,Low,Open,Network,Email not syncing,Issue details for ticket 581,2025-03-10,,tech10,2025-03-10 07:17:11
582,TCKT-10582,Urgent,Closed,Access,System slow,Issue details for ticket 582,2025-05-11,2025-05-22,tech27,2025-05-11 07:17:11
583,TCKT-10583,High,Closed,Security,VPN issue,Issue details for ticket 583,2025-06-27,2025-07-04,tech21,2025-06-27 07:17:11
584,TCKT-10584,Medium,Closed,Network,Email not syncing,Issue details for ticket 584,2025-06-07,,tech16,2025-06-07 07:17:11
585,TCKT-10585,High,Open,Software,VPN issue,Issue details for ticket 585,2025-06-11,2025-06-13,tech38,2025-06-11 07:17:11
586,TCKT-10586,High,Open,Software,Password reset,Issue details for ticket 586,2025-06-16,2025-06-23,tech16,2025-06-16 07:17:11
587,TCKT-10587,Urgent,Open,Hardware,Application crash,Issue details for ticket 587,2025-11-16,2025-11-27,tech15,2025-11-16 07:17:11
588,TCKT-10588,Urgent,Open,Hardware,WiFi down,Issue details for ticket 588,2025-01-24,2025-02-08,tech29,2025-01-24 07:17:11
589,TCKT-10589,High,Resolved,Network,Email not syncing,Issue details for ticket 589,2025-07-04,2025-07-10,tech31,2025-07-04 07:17:11
590,TCKT-10590,Urgent,Open,Access,Laptop not starting,Issue details for ticket 590,2024-12-10,,tech22,2024-12-10 07:17:11
591,TCKT-10591,High,Closed,Hardware,Password reset,Issue details for ticket 591,2025-08-26,2025-09-14,tech10,2025-08-26 07:17:11
592,TCKT-10592,Medium,Open,Hardware,Email not syncing,Issue details for ticket 592,2025-01-02,,tech14,2025-01-02 07:17:11
593,TCKT-10593,Medium,Resolved,Network,Email not syncing,Issue details for ticket 593,2025-06-29,2025-07-12,tech35,2025-06-29 07:17:11
594,TCKT-10594,Low,Resolved,Network,Laptop not starting,Issue details for ticket 594,2025-09-28,2025-10-04,tech22,2025-09-28 07:17:11
595,TCKT-10595,Low,Resolved,Security,WiFi down,Issue details for ticket 595,2025-07-12,2025-07-28,tech8,2025-07-12 07:17:11
596,TCKT-10596,Urgent,In Progress,Security,VPN issue,Issue details for ticket 596,2025-08-23,2025-09-01,tech8,2025-08-23 07:17:11
597,TCKT-10597,High,Closed,Hardware,Email not syncing,Issue details for ticket 597,2025-03-29,2025-04-12,tech39,2025-03-29 07:17:11
598,TCKT-10598,High,Resolved,Network,Laptop not starting,Issue details for ticket 598,2024-12-21,2025-01-04,tech11,2024-12-21 07:17:11
599,TCKT-10599,Low,Resolved,Access,Account locked,Issue details for ticket 599,2025-04-25,2025-04-29,tech25,2025-04-25 07:17:11
600,TCKT-10600,Urgent,Closed,Access,VPN issue,Issue details for ticket 600,2025-07-29,,tech1,2025-07-29 07:17:11
601,TCKT-10601,Low,Closed,Network,WiFi down,Issue details for ticket 601,2025-10-18,2025-10-20,tech8,2025-10-18 07:17:11
602,TCKT-10602,Medium,Open,Access,Application crash,Issue details for ticket 602,2025-03-21,2025-03-31,tech34,2025-03-21 07:17:11
603,TCKT-10603,Urgent,Open,Hardware,Email not syncing,Issue details for ticket 603,2025-06-14,,tech33,2025-06-14 07:17:11
604,TCKT-10604,High,In Progress,Security,VPN issue,Issue details for ticket 604,2024-12-21,2024-12-24,tech32,2024-12-21 07:17:11
605,TCKT-10605,High,Resolved,Access,Laptop not starting,Issue details for ticket 605,2025-11-18,,tech28,2025-11-18 07:17:11
606,TCKT-10606,Low,Open,Access,WiFi down,Issue details for ticket 606,2025-04-22,,tech15,2025-04-22 07:17:11
607,TCKT-10607,Low,In Progress,Hardware,Account locked,Issue details for ticket 607,2024-12-27,2025-01-13,tech14,2024-12-27 07:17:11
608,TCKT-10608,Medium,Closed,Access,Password reset,Issue details for ticket 608,2025-05-05,2025-05-06,tech37,2025-05-05 07:17:11
609,TCKT-10609,Urgent,Open,Hardware,Password reset,Issue details for ticket 609,2025-09-02,2025-09-10,tech34,2025-09-02 07:17:11
610,TCKT-10610,Urgent,In Progress,Security,Account locked,Issue details for ticket 610,2025-03-13,2025-03-29,tech29,2025-03-13 07:17:11
611,TCKT-10611,Urgent,Open,Security,Email not syncing,Issue details for ticket 611,2025-02-20,,tech21,2025-02-20 07:17:11
612,TCKT-10612,High,Closed,Software,Laptop not starting,Issue details for ticket 612,2024-12-31,,tech21,2024-12-31 07:17:11
613,TCKT-10613,High,In Progress,Security,Password reset,Issue details for ticket 613,2025-03-05,2025-03-15,tech14,2025-03-05 07:17:11
614,TCKT-10614,Low,Open,Security,Account locked,Issue details for ticket 614,2025-02-27,2025-03-13,tech4,2025-02-27 07:17:11
615,TCKT-10615,Medium,Resolved,Software,Laptop not starting,Issue details for ticket 615,2025-02-01,,tech39,2025-02-01 07:17:11
616,TCKT-10616,Urgent,In Progress,Access,Application crash,Issue details for ticket 616,2024-12-11,,tech15,2024-12-11 07:17:11
617,TCKT-10617,Medium,Open,Access,Email not syncing,Issue details for ticket 617,2025-04-28,2025-05-12,tech27,2025-04-28 07:17:11
